Animal_Population,Animal_Mortality,Vaccination_Rate,Temperature,Humidity,Rainfall,Contact_Index,Target
111.55234704820681,6.731350921999678,,29.85870125606225,46.69765957889869,8.27434305590169,0.33943850050205987,0
139.60987844805075,3.619192570354639,0.7565287764183684,,64.0504967694124,2.7994997678491726,0.4995167342044592,2
108.57289708805806,5.453334188032191,,24.879478609642337,50.891446876774616,32.958769225426735,0.5674970797408084,1
121.02394784878724,1.918228128736044,0.8680187444984294,32.42105687449948,53.97709471541382,8.843257427261953,0.5094037000004514,1
138.76945111949536,5.237048775991303,0.769797121804918,19.452405965814357,62.65365062006043,15.3644715815409,0.07734004712671844,2
142.4216151896783,4.783675766142099,0.8179396725589486,32.0684658737459,64.87307620892584,16.337833712741578,0.518592490950972,2
125.84152264950346,4.45451864698149,0.8149614497300207,,,14.000844875298256,0.56573175135076,2
120.54752405967668,1.8941587441532692,0.8333839351309544,23.135047743217047,45.979678474445834,6.816793285542012,0.5450546658475034,0
80.78388489260938,1.4354039205707352,0.7424757269882358,29.20948946575793,69.41447775390048,5.22891336295035,0.4969263288972636,0
86.37896762181097,3.849407308976604,0.8343420919987664,45.15058326603909,,14.271142788291524,0.38037681300895626,1
164.07803146308484,4.895362571500407,0.7897950840675594,26.836446986765154,60.47876879525798,6.134671788647434,0.38265349283686323,2
147.95923899951572,1.7331808903176036,0.7482971782665968,27.097842395666454,62.82093476730733,4.064099389363314,0.4003233915004789,2
115.10425458692058,1.618326424009724,0.8259220540883746,29.170770651444638,69.0737709467287,3.9293027464462753,0.03961691811378615,1
123.04502979077225,4.983219422904331,0.862055293910929,35.9182197751245,57.217910502353405,8.085636019133702,0.2986277765300375,1
131.59993275068834,5.6312368589469415,0.801772758806947,30.14704456774007,40.03291316858666,12.029529033620246,0.5176527674609718,1
215.9888664511203,4.172906317872607,0.8353917696398163,29.335383640966676,53.90469864806914,9.822954546423928,0.552478874551715,2
102.92250844193879,5.264002502253642,,32.717980203730015,62.947295163863004,7.226737645015898,0.5245008368931546,1
136.78779001195525,3.375231854722651,0.8175528356160464,23.06943665874999,46.949187197414304,9.435798610821834,0.5504306339808122,1
91.43863358006124,9.105081751841855,0.7208887082402757,,45.74189831948781,14.10713826816239,0.41277043221653414,0
263.48398470826083,2.6462616595517923,0.8062974835956831,29.24532684154439,47.369032133226426,10.6783544231666,0.4188755863632244,2
