Reported_Cases,Mortality_Rate,Symptom_Count,Admissions,Positivity_Rate,Contact_Index,Target
24.665703005737832,0.05524576128992479,3.481348501334299,3.829837304263389,0.028548990819801293,0.5839685817672744,0
11.899332103620637,0.053213235303122976,5.892959688667186,14.511017249231859,0.03664266232390176,0.38676415610252385,0
29.11320618606321,0.05634586604191605,3.0720036026688913,,0.09773181875370947,0.43052595874146493,2
51.6450512462752,0.028233484669227718,3.877249981711712,19.22978564276697,0.12130832295712482,0.4944268645130383,2
25.505295573872306,0.046403605604097946,,11.477433903584533,0.2662661525720954,0.49688575485858305,1
9.36236423310463,0.07125655403879688,4.050722284111927,11.355746934377967,0.05630017343951068,0.7029543951064018,0
12.52336548653015,0.07692954320247657,5.6005181553458305,4.061585237764502,0.12544793563318146,0.6041186885255383,0
13.67783217503095,0.04228118416368893,4.42085353232753,8.982141835803741,0.10164604699372697,0.6104736064107453,0
18.27300942172403,0.06238950913478394,4.471011077572866,7.635184505842476,0.0811025845932974,0.8004262021391009,0
9.602143667776597,0.03632887873359832,5.750761495877591,12.645529096836492,0.06602629146148078,0.3876181119643775,0
32.80778469925035,0.04936988386906529,4.0424660292519725,12.445753518634703,0.03140122617111023,0.6625988300739563,2
19.173800531617562,0.046919188345945904,5.85943883560844,11.016457415117245,0.09959155323615515,0.4917881016155916,1
26.406104798288386,0.04545762628982196,6.1967596316342854,8.33447236331117,0.09487785500943618,0.47275184187217223,1
25.634438378030417,0.05819236729596294,3.56009561926837,12.118814960589177,0.06640602797816372,0.799911085378848,1
34.832760561213355,0.05523193565979809,4.900957991826671,12.679630902373233,0.09050955407966545,0.4672942266230076,2
17.82451424499146,,,8.369368304801652,0.11762996243807353,0.6033375189658863,0
35.042972436244895,0.05952462399805647,3.98221130854911,18.348569161599393,0.1206905796192353,0.6750142512291321,2
19.784393184701173,0.0551355015279241,2.5641065985317097,13.579333947501416,0.07353284870885737,0.4003690858541511,1
22.335681093984622,,3.2884094589555235,9.004516981421538,0.03769564936664495,0.48806785689534665,0
25.371664167574306,0.05549619055760785,3.2039619441883946,15.55367760560085,0.11334267085683378,,2
8.530494494869622,0.08691693918909696,5.430463904404184,9.347344148818113,0.06712386115554955,0.6282437674271141,0
26.313387455417477,0.04995985436771289,5.989977845905637,15.851033631282238,0.07596701565448405,0.6426589735888278,2
19.62184371389753,0.060862380570378107,,16.308998127348765,0.10611360669193717,0.9109759563974582,1
19.63184620252058,0.04400052280589658,5.426196359828346,11.981186541084622,0.10272139760378036,0.48466542013557057,1
50.14452571750081,0.07852300517281545,2.779902063537319,4.714017588024733,0.10310599111958688,,2
25.80179323435489,0.054648894619867605,5.09999160136062,13.394203765623157,0.08623440822785772,0.6506598925513595,2
27.497740693026117,0.0586474734316907,6.181928700555984,14.367889221935238,0.11507518604827707,0.5643669357165728,2
26.687529941792388,0.03932500052414984,7.279339970198766,4.944152587987414,0.07129660963630946,0.7705507354801763,1
32.06372425174702,0.0604635912011072,4.3063276431514685,11.524207556232703,0.17289417142092217,0.45784561164726106,2
22.37258651668369,0.040732657874009405,4.937609716386062,11.264421251009283,0.07845790647880065,0.522336179537624,1
24.815199547985557,0.08184103430041584,4.874150924379656,13.793736674196102,0.1508337608933381,0.9323748059343547,2
13.877562373944064,0.05988298530174427,2.5260884812358135,15.684161160187085,0.11748353892200704,0.7350112826933924,0
29.4884260651898,0.0550379150510902,5.797580259455554,8.646599070581768,0.07232150605889816,0.5038530680081578,2
25.269967251055448,0.04963257020095566,,12.817955607217293,0.04198402454262086,0.6404461098391021,2
22.493928553990035,0.07269546023165403,3.4114349622109232,2.0448733576102534,0.07882564447377903,0.6097621485657879,0
