Species_Count,Migration_Flag,Habitat_Proximity,Wildlife_Mortality,Exposure_Score,Target
9.222032168921315,0.34299889300048053,0.63882560280265,1.2365017002291365,0.35655776110957665,0
9.63925603274759,0.5412054485585047,0.6907374020195756,2.3045296393700143,0.5145008924831734,1
12.74404591244473,0.4164903054428402,0.7389800568584065,1.6589550954346817,0.1718655268658612,2
6.940866977438186,0.5099686861731393,0.5938343065579054,0.9202616210876586,0.39480089499435234,0
10.829396559762575,0.32232188043625,,3.3028172811731524,0.195761966446647,2
10.060134642461385,0.041172196663077976,0.545067510920899,1.806295430490601,0.582825335661945,1
9.657304181556725,0.5301373882182636,0.6263607768387203,2.364985187671079,0.3100076338818259,1
11.026131200803945,0.29107778873225704,0.6249043020384337,3.093056739298283,0.6657380028185182,2
10.165890841927213,0.2669147834352916,0.6850687034557714,2.5604412713666314,0.3979499582702067,2
9.01057857892315,0.5476440084743692,0.7752727849484637,1.8996810555269945,0.39387045731360804,1
12.538244041935409,0.4197375516523031,0.9754339777076743,3.0561040159277084,0.4143623848265606,2
9.686802782121362,0.376648546857524,0.5094711908765087,1.6988202040301146,0.5843753059528355,1
12.653481987262483,0.6619695148881057,0.7351443770276126,,0.5939856868471196,2
13.7609981876218,0.47153379452846556,0.5566067065227571,1.057871722775218,0.3406597735327428,2
10.675268017091334,0.43066924030752274,0.6525340910212689,2.620575330000934,0.6143378494177701,2
7.454833145571452,0.39052669071061974,0.6074312297090716,1.4155781564524985,0.6221559874454218,0
11.461118003574017,0.33668572554257675,,2.3112612958862897,0.40315754321760944,2
12.478834122361974,0.3331034944702195,0.6055512887589493,1.976477460358899,0.21223203366060273,2
7.533980333107396,0.19461698920175852,0.6190441299312384,2.079415295116257,0.63007876523804,0
9.190694994454942,0.2667988750436311,0.7005751189557023,2.938774566929552,0.6385087945576795,1
11.967415880338866,0.49077430933849914,0.43342541790068856,3.3693775704993394,0.5361380899311854,2
9.549353751811735,0.2862861605216023,0.8095643040231576,2.2813766938696207,0.3520029055497085,1
8.716498441572138,0.34738066294629855,0.508105223660995,2.5053920826954545,0.5809287841694546,1
12.220479979717185,0.2664096640890474,0.5600997766540406,1.5789989073770236,0.23084833991200948,2
10.013396503969393,0.33184614230277826,0.4729664527898666,,0.4660574354866803,1
26.65964584992122,0.5938502067700309,0.9470665096724942,2.272680271340415,0.5343463502470867,2
8.522177976958751,0.3168887304730125,0.7050401485601566,2.5512911639398634,0.46711042549308435,1
10.50432487984342,0.16060862198178305,0.4610032848869913,2.0041046674536624,,1
